Trapline,TrapNum,Year,Month,Day,predCaught,birdCaught,otherCaught,NumCaught,Sex,Age,Condition,Disposition,TrapStatus,BaitStatus,BaitPrev,BaitSet,Observer,Recorder,Comments,dateStr,date,trap,catchID,duplicate
LAI,135,2001,2,21,FC,,,1,F,A,4,NA,C,N,CD,,IE,AC,,20010221,2/21/2001,LAI135,20010221_LAI135,1
LAI,140,2001,2,21,RR,,,1,,A,4,NA,C,N,CD,,IE,AC,,20010221,2/21/2001,LAI140,20010221_LAI140,5
LAI,140,2001,2,21,RR,,,1,NR,A,4,NA,C,N,CD,,IE,AC,,20010221,2/21/2001,LAI140,20010221_LAI140,1
PAL,104,2001,2,22,RR,,,1,,SA,3,NA,C,N,CD,,IE,AC,,20010222,2/22/2001,PAL104,20010222_PAL104,5
PAL,104,2001,2,22,RR,,,1,M,SA,3,NA,C,N,CD,,IE,AC,,20010222,2/22/2001,PAL104,20010222_PAL104,1
PAL,27,2001,3,1,RR,,,1,,A,2,NA,C,N,CD,,"RT, CS",AC,,20010301,3/1/2001,PAL27,20010301_PAL27,5
PAL,27,2001,3,1,RR,,,1,M,A,2,NA,C,N,CD,,"RT, CS",AC,,20010301,3/1/2001,PAL27,20010301_PAL27,1
PAL,104,2001,3,1,RR,,,1,,SA,2,NA,C,N,CD,,"RT, CS",AC,,20010301,3/1/2001,PAL104,20010301_PAL104,5
PAL,104,2001,3,1,RR,,,1,M,SA,2,NA,C,N,CD,,"RT, CS",AC,,20010301,3/1/2001,PAL104,20010301_PAL104,1
PAL,11,2001,3,7,RR,,,1,,A,4,NA,C,N,CD,,"IE, HF",AC,,20010307,3/7/2001,PAL11,20010307_PAL11,5
PAL,11,2001,3,7,RR,,,1,M,A,4,NA,C,N,CD,,"IE, HF",AC,,20010307,3/7/2001,PAL11,20010307_PAL11,1
PAL,13,2001,3,7,RR,,,1,,SA,3,NA,C,N,CD,,"IE, HF",AC,,20010307,3/7/2001,PAL13,20010307_PAL13,5
PAL,13,2001,3,7,RR,,,1,M,SA,3,NA,C,N,CD,,"IE, HF",AC,,20010307,3/7/2001,PAL13,20010307_PAL13,1
PAL,91,2001,3,7,RR,,,1,,SA,3,NA,C,N,CD,,"IE, HF",AC,,20010307,3/7/2001,PAL91,20010307_PAL91,5
PAL,91,2001,3,7,RR,,,1,M,SA,3,NA,C,N,CD,,"IE, HF",AC,,20010307,3/7/2001,PAL91,20010307_PAL91,1
KAP,9714,2001,3,7,RR,,,1,,A,3,NA,C,N,CD,,"IE, HF",AC,CLOSED ALL TRAPS,20010307,3/7/2001,KAP9714,20010307_KAP9714,5
KAP,9714,2001,3,7,RR,,,1,F,A,3,NA,C,N,CD,,"IE, HF",AC,CLOSED ALL TRAPS,20010307,3/7/2001,KAP9714,20010307_KAP9714,1
LAI,139,2001,4,25,RR,,,1,,A,3,NA,C,N,CD,,"CS, AC",AC,,20010425,4/25/2001,LAI139,20010425_LAI139,5
LAI,139,2001,4,25,RR,,,1,M,A,3,NA,C,N,CD,,"CS, AC",AC,,20010425,4/25/2001,LAI139,20010425_LAI139,1
PAL,11,2001,4,26,RR,,,1,,A,3,NA,C,N,CD,,"CS, AC",AC,,20010426,4/26/2001,PAL11,20010426_PAL11,5
PAL,11,2001,4,26,RR,,,1,M,A,3,NA,C,N,CD,,"CS, AC",AC,,20010426,4/26/2001,PAL11,20010426_PAL11,1
PAL,12,2001,4,26,RR,,,1,,A,1,NA,C,N,CD,,"CS, AC",AC,with three babies,20010426,4/26/2001,PAL12,20010426_PAL12,5
PAL,12,2001,4,26,RR,,,1,F,A,1,NA,C,N,CD,,"CS, AC",AC,with three babies,20010426,4/26/2001,PAL12,20010426_PAL12,1
PAL,17,2001,4,26,RR,,,1,,A,2,NA,C,N,CD,,"CS, AC",AC,,20010426,4/26/2001,PAL17,20010426_PAL17,5
PAL,17,2001,4,26,RR,,,1,M,A,2,NA,C,N,CD,,"CS, AC",AC,,20010426,4/26/2001,PAL17,20010426_PAL17,1
PAL,18,2001,4,26,RR,,,1,,A,2,NA,C,N,CD,,"CS, AC",AC,,20010426,4/26/2001,PAL18,20010426_PAL18,5
PAL,18,2001,4,26,RR,,,1,M,A,2,NA,C,N,CD,,"CS, AC",AC,,20010426,4/26/2001,PAL18,20010426_PAL18,1
PAL,28,2001,4,26,RR,,,2,,A,4,NA,C,N,CD,,"CS, AC",AC,,20010426,4/26/2001,PAL28,20010426_PAL28,5
PAL,28,2001,4,26,RR,,,2,NR,A,4,NA,C,N,CD,,"CS, AC",AC,,20010426,4/26/2001,PAL28,20010426_PAL28,1
PAL,85,2001,4,26,RR,,,1,,A,3,NA,C,N,CD,,"CS, AC",AC,Re,20010426,4/26/2001,PAL85,20010426_PAL85,5
PAL,85,2001,4,26,RR,,,1,NR,A,3,NA,C,N,CD,,"CS, AC",AC,Re,20010426,4/26/2001,PAL85,20010426_PAL85,1
PAL,12,2001,5,2,,,,0,,A,3,NA,C,N,CD,,"AC, HF",AC,1Rr-3 FROM PREVIOUS WEEK,20010502,5/2/2001,PAL12,20010502_PAL12,5
PAL,12,2001,5,2,,,,0,F,A,3,NA,C,N,CD,,"AC, HF",AC,1Rr-3 FROM PREVIOUS WEEK,20010502,5/2/2001,PAL12,20010502_PAL12,1
PAL,15,2001,5,2,RR,,,1,,A,3,NA,C,N,CD,,"AC, HF",AC,,20010502,5/2/2001,PAL15,20010502_PAL15,5
PAL,15,2001,5,2,RR,,,1,NR,A,3,NA,C,N,CD,,"AC, HF",AC,,20010502,5/2/2001,PAL15,20010502_PAL15,1
PAL,32,2001,5,2,RR,,,1,,A,2,NA,C,N,CD,,"AC, HF",AC,,20010502,5/2/2001,PAL32,20010502_PAL32,5
PAL,32,2001,5,2,RR,,,1,M,A,2,NA,C,N,CD,,"AC, HF",AC,,20010502,5/2/2001,PAL32,20010502_PAL32,1
PAL,39,2001,5,2,RR,,,1,,SA,2,NA,C,N,CD,,"AC, HF",AC,,20010502,5/2/2001,PAL39,20010502_PAL39,5
PAL,39,2001,5,2,RR,,,1,F,SA,2,NA,C,N,CD,,"AC, HF",AC,,20010502,5/2/2001,PAL39,20010502_PAL39,1
PAL,82,2001,5,2,HA,,,1,,A,1,NA,C,N,CD,,"AC, HF",AC,,20010502,5/2/2001,PAL82,20010502_PAL82,5
PAL,82,2001,5,2,HA,,,1,NR,A,1,NA,C,N,CD,,"AC, HF",AC,,20010502,5/2/2001,PAL82,20010502_PAL82,1
PAL,85,2001,5,2,RR,,,1,,SA,3,NA,C,N,CD,,"AC, HF",AC,,20010502,5/2/2001,PAL85,20010502_PAL85,5
PAL,85,2001,5,2,RR,,,1,M,SA,3,NA,C,N,CD,,"AC, HF",AC,,20010502,5/2/2001,PAL85,20010502_PAL85,1
PAL,91,2001,5,2,RR,,,1,,A,3,NA,C,N,CD,,"AC, HF",AC,,20010502,5/2/2001,PAL91,20010502_PAL91,5
PAL,91,2001,5,2,RR,,,1,M,A,3,NA,C,N,CD,,"AC, HF",AC,,20010502,5/2/2001,PAL91,20010502_PAL91,1
PAL,11,2001,5,10,HA,,,1,,A,2,NA,C,N,CD,,"CS, AC",AC,,20010510,5/10/2001,PAL11,20010510_PAL11,5
PAL,11,2001,5,10,HA,,,1,M,A,2,NA,C,N,CD,,"CS, AC",AC,,20010510,5/10/2001,PAL11,20010510_PAL11,1
PAL,13,2001,5,10,RR,,,1,,A,4,NA,C,N,CD,,"CS, AC",AC,,20010510,5/10/2001,PAL13,20010510_PAL13,5
PAL,13,2001,5,10,RR,,,1,NR,A,4,NA,C,N,CD,,"CS, AC",AC,,20010510,5/10/2001,PAL13,20010510_PAL13,1
PAL,82,2001,5,10,,,,0,,A,3,NA,C,N,CD,,"CS, AC",AC,1Ha-3 from previous,20010510,5/10/2001,PAL82,20010510_PAL82,5
PAL,82,2001,5,10,,,,0,NR,A,3,NA,C,N,CD,,"CS, AC",AC,1Ha-3 from previous,20010510,5/10/2001,PAL82,20010510_PAL82,1
KAP,9714,2001,5,15,RR,,,1,,NR,3,NA,C,N,CD,,RT,AC,,20010515,5/15/2001,KAP9714,20010515_KAP9714,5
KAP,9714,2001,5,15,RR,,,1,NR,NR,3,NA,C,N,CD,,RT,AC,,20010515,5/15/2001,KAP9714,20010515_KAP9714,1
PAL,16,2001,5,17,RR,,,1,,A,2,NA,C,N,CD,,CS,AC,,20010517,5/17/2001,PAL16,20010517_PAL16,5
PAL,16,2001,5,17,RR,,,1,M,A,2,NA,C,N,CD,,CS,AC,,20010517,5/17/2001,PAL16,20010517_PAL16,1
PAL,27,2001,5,17,RR,,,1,,A,3,NA,C,N,CD,,CS,AC,,20010517,5/17/2001,PAL27,20010517_PAL27,5
PAL,27,2001,5,17,RR,,,1,NR,A,3,NA,C,N,CD,,CS,AC,,20010517,5/17/2001,PAL27,20010517_PAL27,1
PAL,53,2001,5,17,RR,,,1,,A,2,NA,C,N,CD,,CS,AC,,20010517,5/17/2001,PAL53,20010517_PAL53,5
PAL,53,2001,5,17,RR,,,1,NR,A,2,NA,C,N,CD,,CS,AC,,20010517,5/17/2001,PAL53,20010517_PAL53,1
LAI,138,2001,5,23,RR,,,1,,A,3,NA,C,N,CD,,AC,AC,Left half-way in trap b/c too stiff to remove.,20010523,5/23/2001,LAI138,20010523_LAI138,5
LAI,138,2001,5,23,RR,,,1,M,A,3,NA,C,N,CD,,AC,AC,Left half-way in trap b/c too stiff to remove.,20010523,5/23/2001,LAI138,20010523_LAI138,1
PAL,36,2001,5,31,RR,,,1,,NR,1,NA,C,N,CD,,VS,AC,,20010531,5/31/2001,PAL36,20010531_PAL36,5
PAL,36,2001,5,31,RR,,,1,M,NR,1,NA,C,N,CD,,VS,AC,,20010531,5/31/2001,PAL36,20010531_PAL36,1
PAL,83,2001,5,31,HA,,,2,,Y,2,NA,C,N,CD,,VS,AC,,20010531,5/31/2001,PAL83,20010531_PAL83,5
PAL,83,2001,5,31,HA,,,2,NR,Y,2,NA,C,N,CD,,VS,AC,,20010531,5/31/2001,PAL83,20010531_PAL83,1
PAL,88,2001,5,31,HA,,,1,,A,2,NA,C,N,CD,,VS,AC,,20010531,5/31/2001,PAL88,20010531_PAL88,5
PAL,88,2001,5,31,HA,,,1,F,A,2,NA,C,N,CD,,VS,AC,,20010531,5/31/2001,PAL88,20010531_PAL88,1
PAL,95,2001,5,31,RR,,,1,,SA,1,NA,C,N,CD,,VS,AC,Re,20010531,5/31/2001,PAL95,20010531_PAL95,5
PAL,95,2001,5,31,RR,,,1,NR,SA,1,NA,C,N,CD,,VS,AC,Re,20010531,5/31/2001,PAL95,20010531_PAL95,1
PAL,98,2001,5,31,RR,,,1,,SA,2,NA,C,N,CD,,VS,AC,Re,20010531,5/31/2001,PAL98,20010531_PAL98,5
PAL,98,2001,5,31,RR,,,1,NR,SA,2,NA,C,N,CD,,VS,AC,Re,20010531,5/31/2001,PAL98,20010531_PAL98,1
PAL,99,2001,5,31,HA,,,1,,Y,2,NA,C,N,CD,,VS,AC,,20010531,5/31/2001,PAL99,20010531_PAL99,5
PAL,99,2001,5,31,HA,,,1,M,Y,2,NA,C,N,CD,,VS,AC,,20010531,5/31/2001,PAL99,20010531_PAL99,1
PAL,104,2001,5,31,RR,,,1,,SA,1,NA,C,N,CD,,VS,AC,,20010531,5/31/2001,PAL104,20010531_PAL104,5
PAL,104,2001,5,31,RR,,,1,F,SA,1,NA,C,N,CD,,VS,AC,,20010531,5/31/2001,PAL104,20010531_PAL104,1
KAP,178,2001,6,13,RR,,,1,,NR,3,NA,C,N,CD,,RT,AC,,20010613,6/13/2001,KAP178,20010613_KAP178,5
KAP,178,2001,6,13,RR,,,1,NR,NR,3,NA,C,N,CD,,RT,AC,,20010613,6/13/2001,KAP178,20010613_KAP178,1
KAP,9713,2001,6,13,RR,,,1,,NR,4,NA,C,N,CD,,RT,AC,,20010613,6/13/2001,KAP9713,20010613_KAP9713,5
KAP,9713,2001,6,13,RR,,,1,NR,NR,4,NA,C,N,CD,,RT,AC,,20010613,6/13/2001,KAP9713,20010613_KAP9713,1
PAL,18,2001,6,14,RR,,,1,,NR,3,NA,C,N,CD,,RT,AC,,20010614,6/14/2001,PAL18,20010614_PAL18,5
PAL,18,2001,6,14,RR,,,1,NR,NR,3,NA,C,N,CD,,RT,AC,,20010614,6/14/2001,PAL18,20010614_PAL18,1
PAL,20,2001,6,14,RR,,,1,,NR,1,NA,C,N,CD,,RT,AC,left in trap,20010614,6/14/2001,PAL20,20010614_PAL20,5
PAL,20,2001,6,14,RR,,,1,NR,NR,1,NA,C,N,CD,,RT,AC,left in trap,20010614,6/14/2001,PAL20,20010614_PAL20,1
PAL,45,2001,6,14,FC,,,1,,NR,1,NA,C,N,CD,,RT,AC,left in trap,20010614,6/14/2001,PAL45,20010614_PAL45,5
PAL,45,2001,6,14,FC,,,1,NR,NR,1,NA,C,N,CD,,RT,AC,left in trap,20010614,6/14/2001,PAL45,20010614_PAL45,1
PAL,80,2001,6,14,RR,,,1,,NR,3,NA,C,N,CD,,RT,AC,,20010614,6/14/2001,PAL80,20010614_PAL80,5
PAL,80,2001,6,14,RR,,,1,NR,NR,3,NA,C,N,CD,,RT,AC,,20010614,6/14/2001,PAL80,20010614_PAL80,1
PAL,104,2001,6,14,RR,,,1,,A,2,NA,C,N,CD,,RT,AC,,20010614,6/14/2001,PAL104,20010614_PAL104,5
PAL,104,2001,6,14,RR,,,1,M,A,2,NA,C,N,CD,,RT,AC,,20010614,6/14/2001,PAL104,20010614_PAL104,1
PAL,20,2001,6,19,,,,0,,A,3,NA,C,N,CD,,AC,AC,1Rr-3 FROM PREVIOUS WEEK (6/14/01),20010619,6/19/2001,PAL20,20010619_PAL20,5
PAL,20,2001,6,19,,,,0,NR,A,3,NA,C,N,CD,,AC,AC,1Rr-3 FROM PREVIOUS WEEK (6/14/01),20010619,6/19/2001,PAL20,20010619_PAL20,1
PAL,45,2001,6,19,,,,0,,SA,3,NA,C,N,CD,,AC,AC,1Fc-3 from previous week (6/14/01).,20010619,6/19/2001,PAL45,20010619_PAL45,5
PAL,45,2001,6,19,,,,0,NR,SA,3,NA,C,N,CD,,AC,AC,1Fc-3 from previous week (6/14/01).,20010619,6/19/2001,PAL45,20010619_PAL45,1
PAL,91,2001,6,19,RR,,,1,,SA,3,NA,C,N,CD,,AC,AC,rat species other than Rr; observer not sure.,20010619,6/19/2001,PAL91,20010619_PAL91,5
PAL,91,2001,6,19,RR,,,1,NR,SA,3,NA,C,N,CD,,AC,AC,rat species other than Rr; observer not sure.,20010619,6/19/2001,PAL91,20010619_PAL91,1
LAI,134,2001,6,19,RR,,,1,,A,2,NA,C,N,NR,,AC,AC,stuck in side; left in,20010619,6/19/2001,LAI134,20010619_LAI134,5
LAI,134,2001,6,19,RR,,,1,NR,A,2,NA,C,N,NR,,AC,AC,stuck in side; left in,20010619,6/19/2001,LAI134,20010619_LAI134,1
PAL,17,2001,6,20,RR,,,1,,A,2,NA,C,N,CD,,AC,AC,,20010620,6/20/2001,PAL17,20010620_PAL17,5
PAL,17,2001,6,20,RR,,,1,M,A,2,NA,C,N,CD,,AC,AC,,20010620,6/20/2001,PAL17,20010620_PAL17,1
PAL,29,2001,6,20,RR,,,1,,SA,1,NA,C,N,CD,,AC,AC,,20010620,6/20/2001,PAL29,20010620_PAL29,5
PAL,29,2001,6,20,RR,,,1,NR,SA,1,NA,C,N,CD,,AC,AC,,20010620,6/20/2001,PAL29,20010620_PAL29,1
KAP,178,2001,6,21,RR,,,1,,A,3,NA,C,N,CD,,MY,AC,,20010621,6/21/2001,KAP178,20010621_KAP178,5
KAP,178,2001,6,21,RR,,,1,NR,A,3,NA,C,N,CD,,MY,AC,,20010621,6/21/2001,KAP178,20010621_KAP178,1
KAP,9714,2001,6,21,RR,,,1,,A,3,NA,C,N,CD,,MY,AC,,20010621,6/21/2001,KAP9714,20010621_KAP9714,5
KAP,9714,2001,6,21,RR,,,1,NR,A,3,NA,C,N,CD,,MY,AC,,20010621,6/21/2001,KAP9714,20010621_KAP9714,1
PAL,1,2001,6,28,RR,,,1,,A,3,NA,C,N,CD,,"CS, MK",AC,,20010628,6/28/2001,PAL1,20010628_PAL1,5
PAL,1,2001,6,28,RR,,,1,M,A,3,NA,C,N,CD,,"CS, MK",AC,,20010628,6/28/2001,PAL1,20010628_PAL1,1
PAL,12,2001,6,28,RR,,,1,,A,3,NA,C,N,CD,,"CS, MK",AC,,20010628,6/28/2001,PAL12,20010628_PAL12,5
PAL,12,2001,6,28,RR,,,1,F,A,3,NA,C,N,CD,,"CS, MK",AC,,20010628,6/28/2001,PAL12,20010628_PAL12,1
PAL,17,2001,6,28,HA,,,1,,A,2,NA,C,N,CD,,"CS, MK",AC,,20010628,6/28/2001,PAL17,20010628_PAL17,5
PAL,17,2001,6,28,HA,,,1,F,A,2,NA,C,N,CD,,"CS, MK",AC,,20010628,6/28/2001,PAL17,20010628_PAL17,1
PAL,27,2001,6,28,RR,,,1,,A,2,NA,C,N,CD,,"CS, MK",AC,,20010628,6/28/2001,PAL27,20010628_PAL27,5
PAL,27,2001,6,28,RR,,,1,M,A,2,NA,C,N,CD,,"CS, MK",AC,,20010628,6/28/2001,PAL27,20010628_PAL27,1
PAL,39,2001,6,28,RR,,,1,,Y,4,NA,C,N,CD,,"CS, MK",AC,,20010628,6/28/2001,PAL39,20010628_PAL39,5
PAL,39,2001,6,28,RR,,,1,NR,Y,4,NA,C,N,CD,,"CS, MK",AC,,20010628,6/28/2001,PAL39,20010628_PAL39,1
PAL,95,2001,6,28,RR,,,1,,A,4,NA,C,N,CD,,"CS, MK",AC,,20010628,6/28/2001,PAL95,20010628_PAL95,5
PAL,95,2001,6,28,RR,,,1,NR,A,4,NA,C,N,CD,,"CS, MK",AC,,20010628,6/28/2001,PAL95,20010628_PAL95,1
E,18,2001,7,3,,CHUK,,1,NR,Y,2,NA,C,N,CD,,MK,MK,3 Chukkars,20010703,7/3/2001,E18,20010703_E18,5
E,18,2001,7,3,,CHUK,,1,NR,Y,2,NA,,,,,MK,MK,3 Chukkars,20010703,7/3/2001,E18,20010703_E18,1
PAL,18,2001,7,5,RR,,,1,,NR,3,NA,C,N,CD,,RT,AC,,20010705,7/5/2001,PAL18,20010705_PAL18,5
PAL,18,2001,7,5,RR,,,1,NR,NR,3,NA,C,N,CD,,RT,AC,,20010705,7/5/2001,PAL18,20010705_PAL18,1
KAP,9714,2001,7,5,RR,,,1,,A,1,NA,C,Y,CD,,HF,AC,1 Re,20010705,7/5/2001,KAP9714,20010705_KAP9714,5
KAP,9714,2001,7,5,RR,,,1,NR,A,1,NA,C,Y,CD,,HF,AC,1 Re,20010705,7/5/2001,KAP9714,20010705_KAP9714,1
KAP,9714,2001,7,11,RR,,,1,,A,3,NA,C,N,CD,,"MK, CS",AC,,20010711,7/11/2001,KAP9714,20010711_KAP9714,5
KAP,9714,2001,7,11,RR,,,1,NR,A,3,NA,C,N,CD,,"MK, CS",AC,,20010711,7/11/2001,KAP9714,20010711_KAP9714,1
PAL,16,2001,7,12,RR,,,1,,A,3,NA,C,N,CD,,"MK, CS",AC,,20010712,7/12/2001,PAL16,20010712_PAL16,5
PAL,16,2001,7,12,RR,,,1,NR,A,3,NA,C,N,CD,,"MK, CS",AC,,20010712,7/12/2001,PAL16,20010712_PAL16,1
PAL,36,2001,7,12,RR,,,1,,A,2,NA,C,N,CD,,"MK, CS",AC,,20010712,7/12/2001,PAL36,20010712_PAL36,5
PAL,36,2001,7,12,RR,,,1,M,A,2,NA,C,N,CD,,"MK, CS",AC,,20010712,7/12/2001,PAL36,20010712_PAL36,1
PAL,81,2001,7,12,RR,,,1,,A,4,NA,C,N,CD,,"MK, CS",AC,,20010712,7/12/2001,PAL81,20010712_PAL81,5
PAL,81,2001,7,12,RR,,,1,NR,A,4,NA,C,N,CD,,"MK, CS",AC,,20010712,7/12/2001,PAL81,20010712_PAL81,1
PAL,88,2001,7,12,RR,,,1,,A,2,NA,C,N,CD,,"MK, CS",AC,,20010712,7/12/2001,PAL88,20010712_PAL88,5
PAL,88,2001,7,12,RR,,,1,F,A,2,NA,C,N,CD,,"MK, CS",AC,,20010712,7/12/2001,PAL88,20010712_PAL88,1
PAL,114,2001,7,12,RR,,,1,,A,3,NA,C,N,CD,,"MK, CS",AC,,20010712,7/12/2001,PAL114,20010712_PAL114,5
PAL,114,2001,7,12,RR,,,1,M,A,3,NA,C,N,CD,,"MK, CS",AC,,20010712,7/12/2001,PAL114,20010712_PAL114,1
PAL,24,2001,7,17,RR,,,1,,A,1,NA,C,N,CD,,"VS, MK",AC,,20010717,7/17/2001,PAL24,20010717_PAL24,5
PAL,24,2001,7,17,RR,,,1,M,A,1,NA,C,N,CD,,"VS, MK",AC,,20010717,7/17/2001,PAL24,20010717_PAL24,1
PAL,27,2001,7,17,RR,,,1,,A,1,NA,C,N,CD,,"VS, MK",AC,,20010717,7/17/2001,PAL27,20010717_PAL27,5
PAL,27,2001,7,17,RR,,,1,F,A,1,NA,C,N,CD,,"VS, MK",AC,,20010717,7/17/2001,PAL27,20010717_PAL27,1
PAL,36,2001,7,17,RR,,,1,,A,3,NA,C,N,CD,,"VS, MK",AC,,20010717,7/17/2001,PAL36,20010717_PAL36,5
PAL,36,2001,7,17,RR,,,1,M,A,3,NA,C,N,CD,,"VS, MK",AC,,20010717,7/17/2001,PAL36,20010717_PAL36,1
PAL,92,2001,7,17,RR,,,1,,A,2,NA,C,N,CD,,"VS, MK",AC,,20010717,7/17/2001,PAL92,20010717_PAL92,5
PAL,92,2001,7,17,RR,,,1,M,A,2,NA,C,N,CD,,"VS, MK",AC,,20010717,7/17/2001,PAL92,20010717_PAL92,1
PAL,99,2001,7,17,RR,,,1,,A,2,NA,C,N,CD,,"VS, MK",AC,,20010717,7/17/2001,PAL99,20010717_PAL99,5
PAL,99,2001,7,17,RR,,,1,M,A,2,NA,C,N,CD,,"VS, MK",AC,,20010717,7/17/2001,PAL99,20010717_PAL99,1
LAI,138,2001,7,25,RR,,,1,,A,5,NA,C,N,CD,,HF,AC,"rat species, unspecified",20010725,7/25/2001,LAI138,20010725_LAI138,5
LAI,138,2001,7,25,RR,,,1,NR,A,5,NA,C,N,CD,,HF,AC,"rat species, unspecified",20010725,7/25/2001,LAI138,20010725_LAI138,1
KAP,178,2001,7,25,RR,,,1,,SA,2,NA,C,N,CD,,"JT, HF",AC,trap closed; not rebaited,20010725,7/25/2001,KAP178,20010725_KAP178,5
KAP,178,2001,7,25,RR,,,1,NR,SA,2,NA,C,N,CD,,"JT, HF",AC,trap closed; not rebaited,20010725,7/25/2001,KAP178,20010725_KAP178,1
PAL,59,2001,7,26,RR,,,1,,A,5,NA,C,N,CD,,"HF, JT",AC,rat species unknown,20010726,7/26/2001,PAL59,20010726_PAL59,5
PAL,59,2001,7,26,RR,,,1,NR,A,5,NA,C,N,CD,,"HF, JT",AC,rat species unknown,20010726,7/26/2001,PAL59,20010726_PAL59,1
PAL,98,2001,7,26,,PHEAS,,1,,SA,5,NA,C,N,CD,,"HF, JT",AC,,20010726,7/26/2001,PAL98,20010726_PAL98,5
PAL,98,2001,7,26,,PHEAS,,1,NR,SA,5,NA,C,N,CD,,"HF, JT",AC,,20010726,7/26/2001,PAL98,20010726_PAL98,1
PAL,17,2001,8,7,RR,,,1,,A,5,NA,C,N,CD,,"JT, A. Lind",AC,,20010807,8/7/2001,PAL17,20010807_PAL17,5
PAL,17,2001,8,7,RR,,,1,NR,A,5,NA,C,N,CD,,"JT, A. Lind",AC,,20010807,8/7/2001,PAL17,20010807_PAL17,1
PAL,18,2001,8,7,RR,,,1,,A,5,NA,C,N,CD,,"JT, A. Lind",AC,,20010807,8/7/2001,PAL18,20010807_PAL18,5
PAL,18,2001,8,7,RR,,,1,NR,A,5,NA,C,N,CD,,"JT, A. Lind",AC,,20010807,8/7/2001,PAL18,20010807_PAL18,1
PAL,27,2001,8,7,RR,,,1,,A,2,NA,C,N,CD,,RT,AC,,20010807,8/7/2001,PAL27,20010807_PAL27,5
PAL,27,2001,8,7,RR,,,1,M,A,2,NA,C,N,CD,,RT,AC,,20010807,8/7/2001,PAL27,20010807_PAL27,1
PAL,90,2001,8,7,,PHEAS,,1,,NR,2,NA,C,N,CD,,RT,AC,,20010807,8/7/2001,PAL90,20010807_PAL90,5
PAL,90,2001,8,7,,PHEAS,,1,NR,NR,2,NA,C,N,CD,,RT,AC,,20010807,8/7/2001,PAL90,20010807_PAL90,1
LAI,138,2001,8,10,FC,,,1,,NR,5,NA,O,N,CD,,"JT, RT",AC,,20010810,8/10/2001,LAI138,20010810_LAI138,5
LAI,138,2001,8,10,FC,,,1,NR,NR,5,NA,O,N,CD,,"JT, RT",AC,,20010810,8/10/2001,LAI138,20010810_LAI138,1
KAP,182,2001,8,14,RR,,,1,,A,3,NA,C,N,CD,,AC,AC,stuck through trap; left as is,20010814,8/14/2001,KAP182,20010814_KAP182,5
KAP,182,2001,8,14,RR,,,1,NR,A,3,NA,C,N,CD,,AC,AC,stuck through trap; left as is,20010814,8/14/2001,KAP182,20010814_KAP182,1
PAL,1,2001,8,15,RR,,,1,,SA,3,NA,C,N,CD,,AC,AC,Polynesian rat,20010815,8/15/2001,PAL1,20010815_PAL1,5
PAL,1,2001,8,15,RR,,,1,NR,SA,3,NA,C,N,CD,,AC,AC,Polynesian rat,20010815,8/15/2001,PAL1,20010815_PAL1,1
PAL,11,2001,8,15,RR,,,1,,SA,2,NA,C,N,CD,,AC,AC,,20010815,8/15/2001,PAL11,20010815_PAL11,5
PAL,11,2001,8,15,RR,,,1,NR,SA,2,NA,C,N,CD,,AC,AC,,20010815,8/15/2001,PAL11,20010815_PAL11,1
PAL,17,2001,8,15,RR,,,1,,A,4,NA,C,N,CD,,AC,AC,,20010815,8/15/2001,PAL17,20010815_PAL17,5
PAL,17,2001,8,15,RR,,,1,NR,A,4,NA,C,N,CD,,AC,AC,,20010815,8/15/2001,PAL17,20010815_PAL17,1
PAL,20,2001,8,15,RR,,,1,,A,4,NA,C,N,CD,,MK,AC,,20010815,8/15/2001,PAL20,20010815_PAL20,5
PAL,20,2001,8,15,RR,,,1,NR,A,4,NA,C,N,CD,,MK,AC,,20010815,8/15/2001,PAL20,20010815_PAL20,1
PAL,27,2001,8,15,RR,,,1,,A,4,NA,C,N,CD,,AC,AC,,20010815,8/15/2001,PAL27,20010815_PAL27,5
PAL,27,2001,8,15,RR,,,1,NR,A,4,NA,C,N,CD,,AC,AC,,20010815,8/15/2001,PAL27,20010815_PAL27,1
PAL,28,2001,8,15,RR,,,1,,A,4,NA,C,N,CD,,AC,AC,decomposed and stuck through side,20010815,8/15/2001,PAL28,20010815_PAL28,5
PAL,28,2001,8,15,RR,,,1,NR,A,4,NA,C,N,CD,,AC,AC,decomposed and stuck through side,20010815,8/15/2001,PAL28,20010815_PAL28,1
PAL,40,2001,8,15,RR,,,1,,A,2,NA,C,N,CD,,MK,AC,,20010815,8/15/2001,PAL40,20010815_PAL40,5
PAL,40,2001,8,15,RR,,,1,M,A,2,NA,C,N,CD,,MK,AC,,20010815,8/15/2001,PAL40,20010815_PAL40,1
PAL,68,2001,8,15,RR,,,1,,A,3,NA,C,N,CD,,MK,AC,,20010815,8/15/2001,PAL68,20010815_PAL68,5
PAL,68,2001,8,15,RR,,,1,NR,A,3,NA,C,N,CD,,MK,AC,,20010815,8/15/2001,PAL68,20010815_PAL68,1
PAL,88,2001,8,15,RR,,,1,,A,5,NA,C,N,CD,,MK,AC,,20010815,8/15/2001,PAL88,20010815_PAL88,5
PAL,88,2001,8,15,RR,,,1,NR,A,5,NA,C,N,CD,,MK,AC,,20010815,8/15/2001,PAL88,20010815_PAL88,1
